:START_ID,score,associationType,:END_ID,:TYPE
GSTA4,0.214839644584077,Biomarker; GeneticVariation,umls:C0030567,AFFECTS
GSTM1,0.214839644584077,Biomarker; GeneticVariation,umls:C0025500,AFFECTS
HSD3B1,0.214839644584077,Biomarker; GeneticVariation,umls:C0032460,AFFECTS
IGF2,0.214839644584077,Biomarker; GeneticVariation,umls:C0030567,AFFECTS
IGF2R,0.214839644584077,Biomarker; GeneticVariation,umls:C0002395,AFFECTS
IL6,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0007117,AFFECTS
IL6R,0.214839644584077,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
INS,0.214839644584077,Biomarker; GeneticVariation,umls:C0030567,AFFECTS
KCNE1,0.214839644584077,Biomarker; GeneticVariation,umls:C0018781,AFFECTS
KRAS,0.214839644584077,Biomarker; GeneticVariation,umls:C0005695,AFFECTS
MMP1,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0027626,AFFECTS
MMP9,0.214839644584077,Biomarker; GeneticVariation,umls:C0037286,AFFECTS
NPHS1,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation; Therapeutic,umls:C0033687,AFFECTS
NTRK1,0.214839644584077,Biomarker; GeneticVariation,umls:C0027889,AFFECTS
POMC,0.214839644584077,Biomarker; GeneticVariation,umls:C3714514,AFFECTS
PPARA,0.214839644584077,Biomarker; GeneticVariation; Therapeutic,umls:C0021368,AFFECTS
PROCR,0.214839644584077,Biomarker; GeneticVariation,umls:C0021368,AFFECTS
PTGS2,0.214839644584077,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
RB1,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0030297,AFFECTS
RETN,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0022661,AFFECTS
SERPINA10,0.214839644584077,Biomarker; GeneticVariation,umls:C0042487,AFFECTS
SERPINC1,0.214839644584077,Biomarker; GeneticVariation; Therapeutic,umls:C0040053,AFFECTS
SMAD4,0.214839644584077,Biomarker; GeneticVariation,umls:C0038356,AFFECTS
SOD2,0.214839644584077,Biomarker; GeneticVariation,umls:C0006118,AFFECTS
SOD2,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0038356,AFFECTS
SPINK1,0.214839644584077,Biomarker; GeneticVariation,umls:C0030297,AFFECTS
SRD5A2,0.214839644584077,Biomarker; GeneticVariation,umls:C0014170,AFFECTS
STAR,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0014170,AFFECTS
STOX1,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0032914,AFFECTS
SULT1A1,0.214839644584077,Biomarker; GeneticVariation,umls:C0033578,AFFECTS
THBD,0.214839644584077,Biomarker; GeneticVariation,umls:C0040053,AFFECTS
TNF,0.214839644584077,Biomarker; GeneticVariation,umls:C0040053,AFFECTS
TNFRSF10A,0.214839644584077,Biomarker; GeneticVariation; Therapeutic,umls:C0027651,AFFECTS
TNFRSF11B,0.214839644584077,Biomarker; GeneticVariation; Therapeutic,umls:C0021368,AFFECTS
TNNT2,0.214839644584077,Biomarker; GeneticVariation,umls:C0018800,AFFECTS
TP53,0.214839644584077,Biomarker; GeneticVariation,umls:C0007273,AFFECTS
TP53,0.214839644584077,Biomarker; GeneticVariation,umls:C0016978,AFFECTS
TRPM7,0.214839644584077,Biomarker; GeneticVariation,umls:C0001430,AFFECTS
TYMS,0.214839644584077,AlteredExpression; Biomarker; GeneticVariation,umls:C0030297,AFFECTS
BIRC5,0.214819577691592,Biomarker; GeneticVariation,umls:C0007131,AFFECTS
CCND1,0.214819577691592,Biomarker; GeneticVariation,umls:C2931822,AFFECTS
CXCL8,0.214819577691592,Biomarker; GeneticVariation,umls:C0007131,AFFECTS
HMOX1,0.214819577691592,Biomarker; Therapeutic,umls:C0022116,AFFECTS
IGF2,0.214819577691592,Biomarker,umls:C0020615,AFFECTS
LCT,0.214819577691592,Biomarker; GeneticVariation,umls:C0268181,AFFECTS
MIR16-1,0.214819577691592,Biomarker,umls:C0023434,AFFECTS
NME1,0.214819577691592,Biomarker,umls:C2239176,AFFECTS
POMC,0.214819577691592,Biomarker,umls:C0001231,AFFECTS
RPE65,0.214819577691592,Biomarker; GeneticVariation,umls:C0854723,AFFECTS
TSHR,0.214819577691592,Biomarker; GeneticVariation,umls:C0001430,AFFECTS
BCL2L1,0.214790613625479,AlteredExpression; Biomarker,umls:C0007097,AFFECTS
CEP290,0.214790613625479,Biomarker; GeneticVariation,umls:C0752166,AFFECTS
FCGR2B,0.214790613625479,AlteredExpression; Biomarker,umls:C0004364,AFFECTS
GALE,0.214790613625479,Biomarker,umls:C0016952,AFFECTS
HIC1,0.214790613625479,Biomarker; PostTranslationalModification,umls:C0025149,AFFECTS
IL1RAPL1,0.214790613625479,Biomarker,umls:C1136249,AFFECTS
NSD1,0.214790613625479,AlteredExpression; Biomarker,umls:C0023467,AFFECTS
RAC1,0.214790613625479,AlteredExpression; Biomarker; GeneticVariation,umls:C0025202,AFFECTS
ACE,0.214634135038695,Biomarker; GeneticVariation,umls:C0021295,AFFECTS
ADRB2,0.214634135038695,Biomarker; GeneticVariation,umls:C0020473,AFFECTS
APC,0.214634135038695,Biomarker; GeneticVariation,umls:C0024667,AFFECTS
APOL4,0.214634135038695,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
AR,0.214634135038695,Biomarker; GeneticVariation,umls:C0021361,AFFECTS
BACH2,0.214634135038695,Biomarker; GeneticVariation,umls:C0007570,AFFECTS
BCHE,0.214634135038695,Biomarker; GeneticVariation; Therapeutic,umls:C0700359,AFFECTS
BDNF,0.214634135038695,Biomarker; GeneticVariation,umls:C0236733,AFFECTS
BHMT,0.214634135038695,Biomarker; GeneticVariation,umls:C0027794,AFFECTS
BHMT2,0.214634135038695,Biomarker; GeneticVariation,umls:C0008924,AFFECTS
BHMT2,0.214634135038695,Biomarker; GeneticVariation,umls:C0008925,AFFECTS
CCL3,0.214634135038695,Biomarker; GeneticVariation,umls:C0021368,AFFECTS
CCR5,0.214634135038695,Biomarker; GeneticVariation,umls:C0043124,AFFECTS
CCR6,0.214634135038695,Biomarker; GeneticVariation,umls:C0042900,AFFECTS
CD33,0.214634135038695,Biomarker; GeneticVariation,umls:C0002395,AFFECTS
CD69,0.214634135038695,Biomarker; GeneticVariation,umls:C0011854,AFFECTS
CDH1,0.214634135038695,Biomarker; GeneticVariation,umls:C0079487,AFFECTS
CDH10,0.214634135038695,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
COL11A1,0.214634135038695,Biomarker; GeneticVariation,umls:C0021818,AFFECTS
CRHR2,0.214634135038695,GeneticVariation; Therapeutic,umls:C0021368,AFFECTS
CYP19A1,0.214634135038695,Biomarker; GeneticVariation,umls:C0021361,AFFECTS
CYP2A6,0.214634135038695,Biomarker; GeneticVariation,umls:C0040336,AFFECTS
CYP2C19,0.214634135038695,Biomarker; GeneticVariation,umls:C0860207,AFFECTS
CYP2D6,0.214634135038695,Biomarker; GeneticVariation,umls:C0236733,AFFECTS
DRD2,0.214634135038695,Biomarker; GeneticVariation,umls:C0004782,AFFECTS
DRD3,0.214634135038695,Biomarker; GeneticVariation; Therapeutic,umls:C0236736,AFFECTS
DRD3,0.214634135038695,Biomarker; GeneticVariation,umls:C0021122,AFFECTS
ESR1,0.214634135038695,Biomarker; GeneticVariation,umls:C0021361,AFFECTS
ESR1,0.214634135038695,Biomarker; GeneticVariation,umls:C0028960,AFFECTS
F12,0.214634135038695,Biomarker; GeneticVariation,umls:C0020538,AFFECTS
FAAH,0.214634135038695,Biomarker; GeneticVariation,umls:C0038587,AFFECTS
FPGS,0.214634135038695,Biomarker; GeneticVariation,umls:C0024305,AFFECTS
FZD4,0.214634135038695,Biomarker; GeneticVariation,umls:C0035309,AFFECTS
GP1BB,0.214634135038695,Biomarker; GeneticVariation,umls:C0040034,AFFECTS
GSK3A,0.214634135038695,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
GSTM1,0.214634135038695,Biomarker; GeneticVariation,umls:C0236733,AFFECTS
GSTM1,0.214634135038695,Biomarker; GeneticVariation,umls:C0085183,AFFECTS
GSTT1,0.214634135038695,Biomarker; GeneticVariation,umls:C0236733,AFFECTS
HLA-DQA1,0.214634135038695,Biomarker; GeneticVariation,umls:C0020517,AFFECTS
HLA-DRB1,0.214634135038695,Biomarker; GeneticVariation,umls:C0005138,AFFECTS
IGFALS,0.214634135038695,Biomarker; GeneticVariation,umls:C0018273,AFFECTS
IL10,0.214634135038695,Biomarker; GeneticVariation,umls:C0006434,AFFECTS
IL12A,0.214634135038695,GeneticVariation; Therapeutic,umls:C0023903,AFFECTS
IL18,0.214634135038695,Biomarker; GeneticVariation,umls:C0020523,AFFECTS
IL18RAP,0.214634135038695,Biomarker; GeneticVariation,umls:C0021390,AFFECTS
IL1B,0.214634135038695,Biomarker; GeneticVariation,umls:C0006434,AFFECTS
IL4,0.214634135038695,Biomarker; GeneticVariation,umls:C0013182,AFFECTS
IL4,0.214634135038695,Biomarker; GeneticVariation; Therapeutic,umls:C0860207,AFFECTS
IL6,0.214634135038695,Biomarker; GeneticVariation,umls:C0000786,AFFECTS
IL6,0.214634135038695,Biomarker; GeneticVariation,umls:C0020517,AFFECTS
IL6,0.214634135038695,Biomarker; GeneticVariation,umls:C0007772,AFFECTS
INSIG2,0.214634135038695,Biomarker; GeneticVariation,umls:C0043094,AFFECTS
ITGA2B,0.214634135038695,Biomarker; GeneticVariation,umls:C0040034,AFFECTS
KITLG,0.214634135038695,Biomarker; GeneticVariation,umls:C0027658,AFFECTS
KRAS,0.214634135038695,Biomarker; GeneticVariation,umls:C0026640,AFFECTS
LHB,0.214634135038695,Biomarker; GeneticVariation,umls:C0021361,AFFECTS
LMTK2,0.214634135038695,Biomarker; GeneticVariation,umls:C0033578,AFFECTS
MANEA,0.214634135038695,Biomarker; GeneticVariation,umls:C0236736,AFFECTS
MPO,0.214634135038695,Biomarker; GeneticVariation,umls:C0028797,AFFECTS
MTHFD1,0.214634135038695,Biomarker; GeneticVariation,umls:C0000832,AFFECTS
MTHFR,0.214634135038695,Biomarker; GeneticVariation,umls:C0333355,AFFECTS
MTHFR,0.214634135038695,Biomarker; GeneticVariation,umls:C0037274,AFFECTS
NOS2,0.214634135038695,Biomarker; GeneticVariation,umls:C0007786,AFFECTS
NPHS2,0.214634135038695,Biomarker; GeneticVariation,umls:C0001925,AFFECTS
NQO1,0.214634135038695,Biomarker; GeneticVariation,umls:C0028797,AFFECTS
OPRD1,0.214634135038695,Biomarker; GeneticVariation,umls:C0236969,AFFECTS
OPTN,0.214634135038695,Biomarker; GeneticVariation,umls:C0029401,AFFECTS
PALB2,0.214634135038695,Biomarker; GeneticVariation,umls:C0030297,AFFECTS
PHACTR1,0.214634135038695,Biomarker; GeneticVariation,umls:C0027051,AFFECTS
PLA2G6,0.214634135038695,Biomarker; GeneticVariation,umls:C0027960,AFFECTS
PON1,0.214634135038695,Biomarker; GeneticVariation,umls:C0001828,AFFECTS
PPARA,0.214634135038695,GeneticVariation; Therapeutic,umls:C0021655,AFFECTS
RASGRP3,0.214634135038695,Biomarker; GeneticVariation,umls:C0024141,AFFECTS
RBPJ,0.214634135038695,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
SCG5,0.214634135038695,Biomarker; GeneticVariation,umls:C0009404,AFFECTS
SELE,0.214634135038695,Biomarker; GeneticVariation,umls:C0007786,AFFECTS
SEPP1,0.214634135038695,Biomarker; GeneticVariation,umls:C0009404,AFFECTS
SLC19A1,0.214634135038695,Biomarker; GeneticVariation,umls:C0008925,AFFECTS
SLC4A2,0.214634135038695,Biomarker; GeneticVariation,umls:C0023892,AFFECTS
SLC6A3,0.214634135038695,Biomarker; GeneticVariation; Therapeutic,umls:C0236736,AFFECTS
SOD2,0.214634135038695,Biomarker; GeneticVariation,umls:C0016059,AFFECTS
SPIB,0.214634135038695,Biomarker; GeneticVariation,umls:C0023892,AFFECTS
SPRED2,0.214634135038695,Biomarker; GeneticVariation,umls:C0003873,AFFECTS
SULT1A1,0.214634135038695,Biomarker; GeneticVariation,umls:C0042076,AFFECTS
TACC3,0.214634135038695,Biomarker; GeneticVariation,umls:C0005695,AFFECTS
TGFB1,0.214634135038695,Biomarker; GeneticVariation,umls:C0042109,AFFECTS
TGFBR2,0.214634135038695,Biomarker; GeneticVariation,umls:C0014859,AFFECTS
TNF,0.214634135038695,Biomarker; GeneticVariation,umls:C0013182,AFFECTS
TNF,0.214634135038695,Biomarker; GeneticVariation,umls:C0221204,AFFECTS
TNNT2,0.214634135038695,Biomarker; GeneticVariation,umls:C0085298,AFFECTS
TP53,0.214634135038695,Biomarker; GeneticVariation,umls:C0021361,AFFECTS
TP53,0.214634135038695,Biomarker; GeneticVariation,umls:C0030849,AFFECTS
TP63,0.214634135038695,Biomarker; GeneticVariation,umls:C0024121,AFFECTS
VCAM1,0.214634135038695,Biomarker; GeneticVariation,umls:C0026769,AFFECTS
VEGFA,0.214634135038695,Biomarker; GeneticVariation,umls:C0018671,AFFECTS
WDR12,0.214634135038695,Biomarker; GeneticVariation,umls:C1956346,AFFECTS
WDR12,0.214634135038695,Biomarker; GeneticVariation,umls:C0027051,AFFECTS
XPNPEP2,0.214634135038695,Biomarker; GeneticVariation,umls:C0002994,AFFECTS
XRCC1,0.214634135038695,Biomarker; GeneticVariation,umls:C0028797,AFFECTS
ZFHX3,0.214634135038695,Biomarker; GeneticVariation,umls:C0004238,AFFECTS
BCHE,0.214585104080097,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
CCL2,0.214585104080097,Biomarker; GeneticVariation,umls:C0524620,AFFECTS
CDH1,0.214585104080097,Biomarker; GeneticVariation,umls:C0009324,AFFECTS
F5,0.214585104080097,Biomarker; GeneticVariation,umls:C2584620,AFFECTS
GDF9,0.214585104080097,Biomarker; GeneticVariation,umls:C0032460,AFFECTS
HRAS,0.214585104080097,Biomarker; GeneticVariation,umls:C0005695,AFFECTS
IL2,0.214585104080097,Biomarker; GeneticVariation; Therapeutic,umls:C0023903,AFFECTS
INSR,0.214585104080097,Biomarker; GeneticVariation,umls:C0271650,AFFECTS
NOS2,0.214585104080097,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
PPARGC1B,0.214585104080097,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
TNF,0.214585104080097,Biomarker; GeneticVariation,umls:C0037274,AFFECTS
ADH1B,0.214536073121499,Biomarker; GeneticVariation,umls:C0279626,AFFECTS
AGT,0.214536073121499,Biomarker,umls:C0003486,AFFECTS
ASPSCR1,0.214536073121499,Biomarker; GeneticVariation,umls:C0206657,AFFECTS
ATP1A3,0.214536073121499,Biomarker; GeneticVariation,umls:C0338488,AFFECTS
CDKN2A,0.214536073121499,Biomarker; GeneticVariation,umls:C0279628,AFFECTS
DLG3,0.214536073121499,Biomarker,umls:C1136249,AFFECTS
FANCF,0.214536073121499,Biomarker,umls:C0015625,AFFECTS
GATA2,0.214536073121499,Biomarker; GeneticVariation,umls:C0023467,AFFECTS
GJB2,0.214536073121499,Biomarker; GeneticVariation,umls:C0022568,AFFECTS
GNA11,0.214536073121499,Biomarker,umls:C0220633,AFFECTS
PANK2,0.214536073121499,Biomarker,umls:C2931845,AFFECTS
RPGRIP1,0.214536073121499,Biomarker; GeneticVariation,umls:C0339527,AFFECTS
RSS,0.214536073121499,Biomarker,umls:C0175693,AFFECTS
SOX2,0.214536073121499,Biomarker,umls:C0007137,AFFECTS
BCL2L1,0.214507109055385,Biomarker,umls:C0026764,AFFECTS
CEBPB,0.214507109055385,Biomarker,umls:C2239176,AFFECTS
DISC1,0.214507109055385,Biomarker,umls:C0004352,AFFECTS
GAST,0.214507109055385,Biomarker,umls:C0001418,AFFECTS
GLUL,0.214507109055385,Biomarker,umls:C2239176,AFFECTS
GSTP1,0.214507109055385,AlteredExpression; Biomarker,umls:C0282612,AFFECTS
IL10,0.214507109055385,Biomarker,umls:C0023290,AFFECTS
IL13,0.214507109055385,Biomarker,umls:C0032285,AFFECTS
MLH1,0.214507109055385,AlteredExpression; Biomarker,umls:C0024299,AFFECTS
MTOR,0.214507109055385,Biomarker,umls:C0334634,AFFECTS
MYH7,0.214507109055385,Biomarker; GeneticVariation,umls:C0751336,AFFECTS
NF1,0.214507109055385,Biomarker,umls:C0004114,AFFECTS
PON1,0.214507109055385,AlteredExpression; Biomarker; GeneticVariation,umls:C0020445,AFFECTS
PTGS1,0.214507109055385,AlteredExpression; Biomarker,umls:C0007097,AFFECTS
RPGRIP1,0.214507109055385,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
SLC2A1,0.214507109055385,AlteredExpression; Biomarker,umls:C2239176,AFFECTS
SREBF1,0.214507109055385,AlteredExpression; Biomarker,umls:C2239176,AFFECTS
UBD,0.214507109055385,AlteredExpression; Biomarker,umls:C2239176,AFFECTS
CSF3R,0.214458733074777,Biomarker; GeneticVariation,umls:C1853118,AFFECTS
CFHR3,0.214301599510003,Biomarker; GeneticVariation,umls:C2931788,AFFECTS
CFI,0.214301599510003,Biomarker; GeneticVariation,umls:C2931788,AFFECTS
CIDEA,0.214301599510003,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
EDN1,0.214301599510003,Biomarker; GeneticVariation,umls:C0022658,AFFECTS
HDAC9,0.214301599510003,Biomarker; GeneticVariation,umls:C0038454,AFFECTS
IFNG,0.214301599510003,Biomarker; GeneticVariation; Therapeutic,umls:C0023283,AFFECTS
IL10,0.214301599510003,Biomarker; GeneticVariation,umls:C0023283,AFFECTS
IL1B,0.214301599510003,Biomarker; GeneticVariation,umls:C0037274,AFFECTS
IL1RN,0.214301599510003,Biomarker; GeneticVariation; Therapeutic,umls:C0022658,AFFECTS
IL2,0.214301599510003,Biomarker; GeneticVariation; Therapeutic,umls:C0027651,AFFECTS
MC4R,0.214301599510003,Biomarker; GeneticVariation,umls:C0020459,AFFECTS
NFE2L2,0.214301599510003,Biomarker; GeneticVariation,umls:C0007137,AFFECTS
NFKBIA,0.214301599510003,Biomarker; GeneticVariation; Therapeutic,umls:C2239176,AFFECTS
NPHS1,0.214301599510003,AlteredExpression; Biomarker; GeneticVariation,umls:C0017668,AFFECTS
SLC11A1,0.214301599510003,Biomarker; GeneticVariation,umls:C0019693,AFFECTS
SLC4A1,0.214301599510003,Biomarker; GeneticVariation,umls:C0013902,AFFECTS
SORT1,0.214301599510003,Biomarker; GeneticVariation,umls:C1956346,AFFECTS
PAX5,0.214252568551405,Biomarker; GeneticVariation,umls:C1961102,AFFECTS
ABCB1,0.214252568551405,Biomarker,umls:C0376545,AFFECTS
APOA1,0.214252568551405,AlteredExpression; Biomarker,umls:C2239176,AFFECTS
BAP1,0.214252568551405,Biomarker,umls:C0220633,AFFECTS
CRLF2,0.214252568551405,AlteredExpression; Biomarker,umls:C1961102,AFFECTS
DGCR,0.214252568551405,Biomarker,umls:C0012236,AFFECTS
HOXD13,0.214252568551405,Biomarker; GeneticVariation,umls:C0206762,AFFECTS
IBD2,0.214252568551405,Biomarker; GeneticVariation,umls:C0021390,AFFECTS
IL15,0.214252568551405,Biomarker,umls:C0007570,AFFECTS
IL1B,0.214252568551405,Biomarker,umls:C0017636,AFFECTS
NFIB,0.214252568551405,Biomarker,umls:C0010606,AFFECTS
PPT1,0.214252568551405,Biomarker,umls:C2931673,AFFECTS
TNFSF10,0.214252568551405,Biomarker; Therapeutic,umls:C0023903,AFFECTS
VEGFA,0.214252568551405,Biomarker,umls:C0085109,AFFECTS
ITGB2,0.214224259463282,Biomarker; GeneticVariation,umls:C0272187,AFFECTS
ACE,0.214223604485291,Biomarker; Therapeutic,umls:C2239176,AFFECTS
ADRBK2,0.214223604485291,Biomarker; GeneticVariation,umls:C0005586,AFFECTS
AGT,0.214223604485291,Biomarker; GeneticVariation,umls:C0020540,AFFECTS
AREG,0.214223604485291,Biomarker,umls:C0004096,AFFECTS
ATP1A3,0.214223604485291,Biomarker,umls:C0242422,AFFECTS
CLU,0.214223604485291,AlteredExpression; Biomarker; GeneticVariation,umls:C0024141,AFFECTS
CXCL8,0.214223604485291,AlteredExpression; Biomarker,umls:C0017168,AFFECTS
ELAVL2,0.214223604485291,AlteredExpression; Biomarker,umls:C0149925,AFFECTS
IL24,0.214223604485291,AlteredExpression; Biomarker; Therapeutic,umls:C0024121,AFFECTS
JAK2,0.214223604485291,Biomarker; GeneticVariation,umls:C0040038,AFFECTS
NR5A1,0.214223604485291,AlteredExpression; Biomarker,umls:C0014175,AFFECTS
PRKRA,0.214223604485291,Biomarker; GeneticVariation,umls:C0013421,AFFECTS
RAF1,0.214223604485291,Biomarker; GeneticVariation,umls:C0007194,AFFECTS
STAT3,0.214223604485291,Biomarker,umls:C0025149,AFFECTS
TFPI2,0.214223604485291,Biomarker; PostTranslationalModification,umls:C2239176,AFFECTS
TRIM32,0.214223604485291,Biomarker; GeneticVariation,umls:C0752166,AFFECTS
VEGFA,0.214223604485291,Biomarker,umls:C0035412,AFFECTS
CYP1B1,0.214038816810384,Biomarker; GeneticVariation,umls:C0020302,AFFECTS
CHMP2B,0.21401809493991,Biomarker; GeneticVariation,umls:C0002736,AFFECTS
CLPTM1L,0.21401809493991,Biomarker; GeneticVariation,umls:C0007131,AFFECTS
CST3,0.21401809493991,Biomarker; GeneticVariation,umls:C0007222,AFFECTS
IRGM,0.21401809493991,Biomarker; GeneticVariation,umls:C0009324,AFFECTS
OGG1,0.21401809493991,Biomarker; GeneticVariation,umls:C0152013,AFFECTS
PRKAR1A,0.21401809493991,Biomarker; GeneticVariation,umls:C0010481,AFFECTS
PRKRA,0.21401809493991,Biomarker; GeneticVariation,umls:C0393593,AFFECTS
RELN,0.21401809493991,Biomarker; GeneticVariation,umls:C0005586,AFFECTS
TP53,0.21401809493991,Biomarker; GeneticVariation,umls:C0206681,AFFECTS
TRPM8,0.21401809493991,Biomarker; GeneticVariation,umls:C0149931,AFFECTS
FGFR1,0.213969063981311,Biomarker; GeneticVariation,umls:C0220658,AFFECTS
BRAF,0.213969063981311,Biomarker; GeneticVariation,umls:C0684249,AFFECTS
ACKR3,0.213969063981311,Biomarker,umls:C0027627,AFFECTS
ALK,0.213969063981311,Biomarker,umls:C0027627,AFFECTS
CARD14,0.213969063981311,Biomarker; GeneticVariation,umls:C0033860,AFFECTS
CRX,0.213969063981311,Biomarker; GeneticVariation,umls:C0339527,AFFECTS
CSF2,0.213969063981311,Biomarker; Therapeutic,umls:C0007097,AFFECTS
ERBB2,0.213969063981311,Biomarker,umls:C0007134,AFFECTS
GH1,0.213969063981311,Biomarker,umls:C0346302,AFFECTS
INS,0.213969063981311,Biomarker; Therapeutic,umls:C0011880,AFFECTS
KRAS,0.213969063981311,Biomarker,umls:C1275081,AFFECTS
MCC,0.213969063981311,Biomarker; GeneticVariation,umls:C0032580,AFFECTS
MIR137,0.213969063981311,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
NCOA4,0.213969063981311,Biomarker; GeneticVariation,umls:C0238463,AFFECTS
PIK3CA,0.213969063981311,Biomarker,umls:C2931822,AFFECTS
RYR1,0.213969063981311,Biomarker; GeneticVariation,umls:C0270962,AFFECTS
SCN5A,0.213969063981311,Biomarker,umls:C2931401,AFFECTS
SLC2A1,0.213969063981311,Biomarker,umls:C0036572,AFFECTS
CAV3,0.213940099915198,Biomarker; GeneticVariation,umls:C0038644,AFFECTS
AGT,0.213940099915198,Biomarker; GeneticVariation,umls:C0018799,AFFECTS
BIN1,0.213940099915198,Biomarker; GeneticVariation,umls:C0752282,AFFECTS
CD36,0.213940099915198,AlteredExpression; Biomarker,umls:C0010068,AFFECTS
CDKN2A,0.213940099915198,Biomarker; GeneticVariation,umls:C0206727,AFFECTS
CELIAC2,0.213940099915198,Biomarker; GeneticVariation,umls:C0007570,AFFECTS
CP,0.213940099915198,Biomarker; GeneticVariation,umls:C0011849,AFFECTS
CSF1R,0.213940099915198,Biomarker,umls:C0027627,AFFECTS
DAPK1,0.213940099915198,Biomarker,umls:C0007134,AFFECTS
DAPK1,0.213940099915198,AlteredExpression; Biomarker,umls:C0023467,AFFECTS
ERBB2,0.213940099915198,AlteredExpression; Biomarker,umls:C0025149,AFFECTS
FANCB,0.213940099915198,Biomarker,umls:C0015625,AFFECTS
FLT1,0.213940099915198,Biomarker; Therapeutic,umls:C0007134,AFFECTS
GDF15,0.213940099915198,Biomarker,umls:C0025202,AFFECTS
GDNF,0.213940099915198,Biomarker; Therapeutic,umls:C0524851,AFFECTS
GRIK2,0.213940099915198,Biomarker,umls:C0036341,AFFECTS
HIF1A,0.213940099915198,AlteredExpression; Biomarker,umls:C0004114,AFFECTS
HSPA9,0.213940099915198,Biomarker,umls:C2239176,AFFECTS
IGF1,0.213940099915198,AlteredExpression; Biomarker,umls:C0034069,AFFECTS
IGFBP1,0.213940099915198,AlteredExpression; Biomarker,umls:C0014175,AFFECTS
IL7,0.213940099915198,Biomarker,umls:C0024312,AFFECTS
MPO,0.213940099915198,Biomarker; GeneticVariation,umls:C0024115,AFFECTS
NR1H4,0.213940099915198,AlteredExpression; Biomarker,umls:C0008370,AFFECTS
NTNG2,0.213940099915198,Biomarker; GeneticVariation,umls:C0036341,AFFECTS
PTGS2,0.213940099915198,AlteredExpression; Biomarker,umls:C0023434,AFFECTS
PTGS2,0.213940099915198,Biomarker,umls:C0024115,AFFECTS
RAP1GAP,0.213940099915198,AlteredExpression; Biomarker,umls:C0025202,AFFECTS
RELA,0.213940099915198,AlteredExpression; Biomarker,umls:C0009324,AFFECTS
SGSH,0.213940099915198,Biomarker; GeneticVariation,umls:C0026706,AFFECTS
SIRT1,0.213940099915198,Biomarker,umls:C1458155,AFFECTS
SLC2A1,0.213940099915198,AlteredExpression; Biomarker,umls:C1458155,AFFECTS
SYNGAP1,0.213940099915198,Biomarker; GeneticVariation,umls:C3714756,AFFECTS
TDO2,0.213940099915198,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
ABCA1,0.213734590369816,Biomarker; GeneticVariation,umls:C0020445,AFFECTS
AGT,0.213734590369816,Biomarker; GeneticVariation,umls:C0017658,AFFECTS
C1QTNF5,0.213734590369816,Biomarker; GeneticVariation,umls:C0242383,AFFECTS
COL1A2,0.213734590369816,Biomarker; GeneticVariation,umls:C0029456,AFFECTS
CPT1B,0.213734590369816,Biomarker; GeneticVariation,umls:C0027404,AFFECTS
CTSS,0.213734590369816,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
CYP1A1,0.213734590369816,Biomarker; GeneticVariation,umls:C0020538,AFFECTS
DYX1,0.213734590369816,Biomarker; GeneticVariation,umls:C0476254,AFFECTS
ESR1,0.213734590369816,Biomarker; GeneticVariation,umls:C0023903,AFFECTS
FCGR2B,0.213734590369816,Biomarker; GeneticVariation,umls:C0024530,AFFECTS
GAD1,0.213734590369816,Biomarker; GeneticVariation,umls:C0004352,AFFECTS
HLA-B,0.213734590369816,Biomarker; GeneticVariation,umls:C0015230,AFFECTS
HP,0.213734590369816,Biomarker; GeneticVariation,umls:C0011875,AFFECTS
HTR2C,0.213734590369816,Biomarker; GeneticVariation,umls:C0524620,AFFECTS
IL21R,0.213734590369816,Biomarker; GeneticVariation; Therapeutic,umls:C0024141,AFFECTS
IL6,0.213734590369816,Biomarker; GeneticVariation,umls:C0037274,AFFECTS
LRP1,0.213734590369816,Biomarker; GeneticVariation,umls:C0149931,AFFECTS
MPO,0.213734590369816,Biomarker; GeneticVariation,umls:C0022658,AFFECTS
NOS2,0.213734590369816,Biomarker; GeneticVariation,umls:C0018801,AFFECTS
NRG1,0.213734590369816,Biomarker; GeneticVariation,umls:C0019569,AFFECTS
