diseaseId:ID,name,:LABEL
umls:C1853509,Atrioventricular Septal Defect; Partial; with Heterotaxy Syndrome,Disease
umls:C1853554,Radiation induced meningioma,Disease
umls:C1853555,Alzheimer Disease 7,Disease
umls:C1853566,Genitopatellar Syndrome,Disease
umls:C1853578,Neuroferritinopathy,Disease
umls:C1853666,Anemia; Diamond-Blackfan; 2,Disease
umls:C1853686,Goiter; Multinodular 3,Disease
umls:C1853698,Rippling muscle disease,Disease
umls:C1853710,Hereditary Motor And Sensory Neuropathy; Type IIC,Disease
umls:C1853723,Myopathy; Distal 2,Disease
umls:C1853733,Hemochromatosis; type 4,Disease
umls:C1853736,Congenital Disorder Of Glycosylation; Type IIB,Disease
umls:C1853757,Acromegaloid features; overgrowth; cleft palate; and hernia,Disease
umls:C1853760,Deafness; Autosomal Dominant 18,Disease
umls:C1853761,Spinocerebellar ataxia; autosomal recessive 1,Disease
umls:C1853800,Familial Wilms tumor 2,Disease
umls:C1853812,Acropectoral syndrome,Disease
umls:C1853830,Holoprosencephaly 6,Disease
umls:C1853831,Bleeding Disorder; East Texas Type,Disease
umls:C1853833,Parkinson Disease 6; Autosomal Recessive Early-Onset,Disease
umls:C1853863,Cardiomyopathy; Dilated; with Left Ventricular Noncompaction,Disease
umls:C1853892,Dimethylglycine Dehydrogenase Deficiency,Disease
umls:C1853899,Dermatitis; Atopic; 6,Disease
umls:C1853900,Dermatitis; Atopic; 5,Disease
umls:C1853926,Distal myopathy; Nonaka type,Disease
umls:C1853941,Deafness; Autosomal Recessive 27,Disease
umls:C1853942,Neonatal-onset citrullinemia type 2,Disease
umls:C1853949,Myasthenia; Familial Infantile; 1,Disease
umls:C1853963,Dermatitis; Atopic; 4,Disease
umls:C1853964,Dermatitis; Atopic; 3,Disease
umls:C1853965,Dermatitis; Atopic; 2,Disease
umls:C1853984,Nail dysplasia; isolated congenital,Disease
umls:C1853995,Convulsions; Benign Familial Infantile; 2,Disease
umls:C1854002,Exudative Vitreoretinopathy 3,Disease
umls:C1854003,Cataract; Autosomal Recessive; Early-Onset; Pulverulent,Disease
umls:C1854013,Anisomastia,Disease
umls:C1854018,Microphthalmia; Isolated; with Coloboma 2,Disease
umls:C1854021,Cataract; Central Saccular; With Sutural Opacities,Disease
umls:C1854022,Otosclerosis 2,Disease
umls:C1854023,Spinal muscular atrophy; Jerash type,Disease
umls:C1854058,Spinal Muscular Atrophy; Late-Onset; Finkel Type,Disease
umls:C1854063,Cardiomyopathy dilated with Woolly hair and keratoderma,Disease
umls:C1854065,Late-Onset Retinal Degeneration,Disease
umls:C1854104,Thyroid Carcinoma; Papillary; With Papillary Renal Neoplasia,Disease
umls:C1854106,Inclusion Body Myopathy 3; Autosomal Dominant,Disease
umls:C1854107,Hyperaldosteronism; Familial; Type II,Disease
umls:C1854125,Diabetes Mellitus; Insulin-Dependent; 18,Disease
umls:C1854146,Deafness; Autosomal Dominant 39; with Dentinogenesis Imperfecta 1,Disease
umls:C1854150,Charcot-Marie-Tooth disease; Type 2B2,Disease
umls:C1854154,Charcot-Marie-Tooth disease; Type 2B1,Disease
umls:C1854158,Deafness; Autosomal Dominant 25,Disease
umls:C1854159,Cardiomyopathy; Dilated; 1K,Disease
umls:C1854180,Cone-Rod Dystrophy 8,Disease
umls:C1854181,Fibromatosis; Gingival; 2,Disease
umls:C1854182,Parkinson Disease 4; Autosomal Dominant Lewy Body,Disease
umls:C1854187,Alzheimer Disease 6,Disease
umls:C1854244,Radiation Sensitivity Chromosome Instability Syndrome; Autosomal Dominant,Disease
umls:C1854260,Leber Congenital Amaurosis 6,Disease
umls:C1854273,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia,Disease
umls:C1854274,DEAFNESS; NONSYNDROMIC; MODIFIER 1,Disease
umls:C1854275,Deafness; Autosomal Recessive 26,Disease
umls:C1854310,Hypotrichosis simplex,Disease
umls:C1854311,Cataract; posterior polar; 3,Disease
umls:C1854335,Epilepsy; Nocturnal Frontal Lobe; Type 3,Disease
umls:C1854336,Paragangliomas 3,Disease
umls:C1854365,Breast Cancer 3,Disease
umls:C1854368,Cardiomyopathy; Dilated; 1J,Disease
umls:C1854369,Spinocerebellar ataxia 14,Disease
umls:C1854380,Nemaline myopathy 5,Disease
umls:C1854416,Macrocephaly Autism Syndrome,Disease
umls:C1854430,Optic Atrophy 4,Disease
umls:C1854442,Split-Hand/Foot Malformation 4,Disease
umls:C1854449,Neuropathy; hereditary motor and sensory; Russe type,Disease
umls:C1854465,Tuberous Sclerosis 1,Disease
umls:C1854466,Temtamy preaxial brachydactyly syndrome,Disease
umls:C1854467,Spastic paraplegia 13; autosomal dominant,Disease
umls:C1854469,Noonan Syndrome 2,Disease
umls:C1854488,Spinocerebellar ataxia 13,Disease
umls:C1854520,MYH9-Related Disorders,Disease
umls:C1854568,Spastic paraplegia 14; autosomal recessive,Disease
umls:C1854573,Inflammatory Bowel Disease 7,Disease
umls:C1854594,Deafness; Autosomal Dominant 23,Disease
umls:C1854630,Growth Deficiency and Mental Retardation with Facial Dysmorphism,Disease
umls:C1854631,Hypertension; Early-Onset; Autosomal Dominant; with Severe Exacerbation in Pregnancy,Disease
umls:C1854664,Lethal congenital contracture syndrome 1,Disease
umls:C1854678,MULTIPLE PTERYGIUM SYNDROME; LETHAL TYPE,Disease
umls:C1854896,Mucolipidosis III Gamma,Disease
umls:C1854988,Molybdenum Cofactor Deficiency; Complementation Group A,Disease
umls:C1854989,Molybdenum Cofactor Deficiency; Complementation Group B,Disease
umls:C1854990,Molybdenum Cofactor Deficiency; Complementation Group C,Disease
umls:C1855008,Mitochondrial Complex II Deficiency,Disease
umls:C1855052,Microphthalmia; Isolated 1,Disease
umls:C1855081,Microcephaly; Primary Autosomal Recessive; 1,Disease
umls:C1855100,Methylmalonyl-CoA Epimerase Deficiency,Disease
umls:C1855102,Methylmalonic aciduria cblB type,Disease
umls:C1855109,Methylmalonic aciduria cblA type,Disease
umls:C1855114,Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency,Disease
umls:C1855115,Methylmalonic Aciduria; mut(0) Type,Disease
umls:C1855116,Methylmalonic Aciduria; mut(-) Type,Disease
umls:C1855128,Methylcobalamin Deficiency; CblG Type,Disease
umls:C1855304,Mental Retardation; Autosomal Recessive 1,Disease
umls:C1855305,Ter Haar syndrome,Disease
umls:C1855310,Megaepiphyseal dwarfism,Disease
umls:C1855346,MAST Syndrome,Disease
umls:C1855369,Maple Syrup Urine Disease; Type IA,Disease
umls:C1855371,Maple syrup urine disease; type 2,Disease
umls:C1855425,Marles Greenberg Persaud syndrome,Disease
umls:C1855433,Mandibulofacial dysostosis; Treacher Collins type; autosomal recessive,Disease
umls:C1855456,PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL,Disease
umls:C1855457,MALARIA; CEREBRAL; SUSCEPTIBILITY TO (finding),Disease
umls:C1855465,Stargardt disease 1,Disease
umls:C1855466,Hypomagnesemia 5; Renal; with Ocular Involvement,Disease
umls:C1855472,Lymphoblastic Leukemia; Acute; with Lymphomatous Features,Disease
umls:C1855498,Lipase deficiency combined,Disease
umls:C1855548,Laron syndrome type 2,Disease
umls:C1855553,Pyruvate Dehydrogenase E3-Binding Protein Deficiency,Disease
umls:C1855565,Pyruvate Dehydrogenase E2 Deficiency,Disease
umls:C1855577,Erythrocyte Lactate Transporter Defect,Disease
umls:C1855607,Keutel syndrome,Disease
umls:C1855627,Keratosis palmoplantaris with periodontopathia and onychogryposis,Disease
umls:C1855648,Kenny-Caffey syndrome; Type 1,Disease
umls:C1855681,Nephronophthisis; familial juvenile,Disease
umls:C1855722,Iris Coloboma with Ptosis; Hypertelorism; and Mental Retardation,Disease
umls:C1855739,Indifference to Pain; Congenital; Autosomal Recessive,Disease
umls:C1855772,Absent corpus callosum cataract immunodeficiency,Disease
umls:C1855789,Self-Healing Collodion Baby,Disease
umls:C1855792,Ichthyosiform erythroderma; Brocq congenital; nonbullous form,Disease
umls:C1855794,Bamforth syndrome,Disease
umls:C1855796,Hypoproteinemia; Hypercatabolic,Disease
umls:C1855840,Hypoparathyroidism-retardation-dysmorphism syndrome,Disease
umls:C1855849,Bartter syndrome; antenatal ; type 2,Disease
umls:C1855861,Glycogen Storage Disease 0; Liver,Disease
umls:C1855869,Autoimmune Polyendocrinopathy Syndrome; Type I; Autosomal Dominant,Disease
umls:C1855900,Hypertrichosis congenital generalized X-linked,Disease
umls:C1855923,Hyperphosphatasia with Mental Retardation,Disease
umls:C1855995,L-2-HYDROXYGLUTARIC ACIDURIA,Disease
umls:C1856016,Hydrolethalus Syndrome 1,Disease
umls:C1856057,Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism; CblE Complementation Type,Disease
umls:C1856058,HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5;10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY,Disease
umls:C1856061,Methylenetetrahydrofolate reductase deficiency,Disease
umls:C1856113,Mowat-Wilson syndrome,Disease
umls:C1856127,Bile acid synthesis defect; congenital; 2,Disease
umls:C1856128,Hepatic venoocclusive disease with immunodeficiency,Disease
umls:C1856184,Hemihyperplasia; Isolated,Disease
umls:C1856245,Granulomatous Disease; Chronic; Autosomal Recessive; Cytochrome B-Positive; Type II,Disease
umls:C1856251,Granulomatous Disease; Chronic; Autosomal Recessive; Cytochrome B-Positive; Type I,Disease
umls:C1856255,Granulomatous Disease; Chronic; Autosomal Recessive; Cytochrome B-Negative,Disease
umls:C1856273,46;XY Gonadal Dysgenesis; Complete or Partial; DHH-Related,Disease
umls:C1856304,GSD IV; Neuromuscular Form; Congenital,Disease
umls:C1856399,Glutathione Synthetase Deficiency of Erythrocytes; Hemolytic Anemia due to,Disease
umls:C1856439,Glaucoma 3; Primary Congenital; A,Disease
umls:C1856448,Bernard-Soulier Syndrome; Type C,Disease
umls:C1856465,Ghosal Hematodiaphyseal Dysplasia,Disease
umls:C1856476,Gaucher Disease; Type Iiic,Disease
umls:C1856603,Gamma-Glutamylcysteine Synthetase Deficiency; Hemolytic Anemia due to,Disease
umls:C1856689,Friedreich Ataxia 1,Disease
umls:C1856716,Follicle-stimulating hormone deficiency; isolated,Disease
umls:C1856718,Fleck Retina; Familial Benign,Disease
umls:C1856719,Kininogen Deficiency; Total,Disease
umls:C1856728,Fuhrmann syndrome,Disease
umls:C1856738,Fibular hypoplasia and complex brachydactyly,Disease
umls:C1856883,Familial Multiple Coagulation Factor Deficiency I,Disease
umls:C1856895,SKIN/HAIR/EYE PIGMENTATION; VARIATION IN; 1,Disease
umls:C1856934,Epidermolysis bullosa with pyloric atresia,Disease
umls:C1856972,Encephaloclastic Proliferative Vasculopathy,Disease
umls:C1856974,Young McKeever Squier syndrome,Disease
umls:C1857034,Ehlers-Danlos syndrome; cardiac valvular form,Disease
umls:C1857041,Ectodermal dysplasia; ectrodactyly; and macular dystrophy,Disease
umls:C1857069,Schopf-Schulz-Passarge Syndrome,Disease
umls:C1857093,Dystonia musculorum deformans type 2,Disease
umls:C1857100,Dyssegmental dysplasia,Disease
umls:C1857144,DYSKERATOSIS CONGENITA; AUTOSOMAL RECESSIVE; 1,Disease
umls:C1857231,LACTASE PERSISTENCE,Disease
umls:C1857242,Rhizomelic chondrodysplasia punctata; type 2,Disease
umls:C1857253,Dicarboxylicaminoaciduria,Disease
umls:C1857276,Trichohepatoenteric Syndrome,Disease
umls:C1857277,Donnai-Barrow syndrome,Disease
umls:C1857284,Diaphragmatic Hernia 2,Disease
umls:C1857299,Retinal Nonattachment; Nonsyndromic Congenital,Disease
umls:C1857300,Gliosis; Familial Progressive Subcortical,Disease
umls:C1857316,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy,Disease
umls:C1857342,Deafness; Cochlear; with Myopia and Intellectual Impairment,Disease
umls:C1857344,Split-Hand/Foot Malformation With Sensorineural Hearing Loss,Disease
umls:C1857355,Leigh syndrome ; French Canadian type,Disease
umls:C1857451,Acth-Independent Macronodular Adrenal Hyperplasia,Disease
umls:C1857512,Temtamy syndrome,Disease
umls:C1857569,Corneal endothelial dystrophy type 2,Disease
umls:C1857572,Corneal dystrophy and perceptive deafness,Disease
umls:C1857574,Cornea Plana 2,Disease
umls:C1857586,Conotruncal cardiac defects,Disease
umls:C1857588,Amaurosis hypertrichosis,Disease
umls:C1857618,Achromatopsia 2,Disease
umls:C1857662,COACH syndrome,Disease
umls:C1857663,Yunis Varon syndrome,Disease
umls:C1857682,Combined Oxidative Phosphorylation Deficiency 4,Disease
umls:C1857688,Telangiectasia; Hereditary Hemorrhagic; Type 4,Disease
umls:C1857719,Anemia; Diamond-Blackfan; 3,Disease
umls:C1857720,Kallmann Syndrome 4,Disease
umls:C1857728,Hereditary Angioedema Type III,Disease
umls:C1857743,Leber Congenital Amaurosis 12,Disease
umls:C1857744,Deafness; Autosomal Recessive 59,Disease
umls:C1857747,NBIA2B,Disease
umls:C1857749,Aneurysm; Intracranial Berry; 4,Disease
umls:C1857750,Deafness; Autosomal Recessive 66,Disease
umls:C1857761,ALAGILLE SYNDROME 2,Disease
umls:C1857768,Cataract; Pulverulent; Juvenile-Onset,Disease
umls:C1857775,Diabetes Mellitus; Neonatal; with Congenital Hypothyroidism,Disease
umls:C1857776,3-Methylglutaconic Aciduria; Type V,Disease
umls:C1857777,Arrhythmogenic Right Ventricular Dysplasia; Familial; 10,Disease
umls:C1857779,Senior-Loken Syndrome 6,Disease
umls:C1857780,Joubert syndrome 5,Disease
umls:C1857781,Diaphragmatic Hernia 3,Disease
umls:C1857795,Kyphoscoliosis 1,Disease
umls:C1857798,Immunodeficiency due to Defect in CD3-Zeta,Disease
umls:C1857800,Corneal dystrophy; Fuchs' endothelial; 2,Disease
umls:C1857802,MORM syndrome,Disease
umls:C1857808,Diabetes Mellitus; Insulin-Dependent; 19,Disease
umls:C1857809,Deafness; Autosomal Recessive 44,Disease
umls:C1857811,Deafness; Autosomal Recessive 49,Disease
umls:C1857813,Macular Degeneration; Age-Related; 7,Disease
umls:C1857820,Deafness; Autosomal Recessive 62,Disease
umls:C1857821,Leber Congenital Amaurosis 10,Disease
umls:C1857828,QT INTERVAL; VARIATION IN,Disease
umls:C1857829,Heart-hand syndrome; Slovenian type,Disease
umls:C1857844,Williams-Beuren Region Duplication Syndrome,Disease
umls:C1857845,CELIAC DISEASE; SUSCEPTIBILITY TO; 3,Disease
umls:C1857847,CELIAC DISEASE; SUSCEPTIBILITY TO; 4,Disease
umls:C1857852,Glaucoma 1; Open Angle; I,Disease
umls:C1857853,Cataract; Congenital Nuclear; Autosomal Recessive 2,Disease
umls:C1857854,Proopiomelanocortin Deficiency,Disease
umls:C1857855,Spastic paraplegia 29; autosomal dominant,Disease
umls:C1857941,Brooke-Spiegler syndrome,Disease
umls:C1857970,Hypobetalipoproteinemia; Familial; 2,Disease
umls:C1857977,Microhydranencephaly,Disease
umls:C1858028,Wolfram Syndrome 2,Disease
umls:C1858050,SCHIZOPHRENIA 9,Disease
umls:C1858051,North American Indian Childhood Cirrhosis,Disease
umls:C1858054,Bardet-Biedl Syndrome 6,Disease
umls:C1858067,Asthma and Nasal Polyps,Disease
umls:C1858079,Osteoarthritis with Mild Chondrodysplasia,Disease
umls:C1858080,Retinal Dystrophy; Early Onset Severe,Disease
umls:C1858084,Stickler syndrome; type 2,Disease
umls:C1858106,Spastic paraplegia 12; autosomal dominant,Disease
umls:C1858108,Microcephaly; Primary Autosomal Recessive; 3,Disease
umls:C1858114,Huntington Disease-Like 3,Disease
umls:C1858118,Muscular Dystrophy; Congenital; 1B,Disease
umls:C1858133,Ichthyosis; Nonlamellar and Nonerythrodermic; Congenital; Autosomal Recessive,Disease
umls:C1858142,Lamellar ichthyosis; type 3,Disease
umls:C1858154,Cardiomyopathy; Dilated; 1i,Disease
umls:C1858160,Craniosynostosis; Type 2,Disease
umls:C1858172,Deafness; Autosomal Dominant 20,Disease
umls:C1858210,Tooth Agenesis; Selective; 5,Disease
umls:C1858233,CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 1,Disease
umls:C1858266,Bare Lymphocyte Syndrome; Type I,Disease
umls:C1858278,Charcot-Marie-Tooth disease; Type 4B2,Disease
umls:C1858280,Charcot-Marie-Tooth Neuropathy; Type 4B2; with Early-Onset Glaucoma,Disease
umls:C1858298,VAN DER WOUDE SYNDROME 1; MODIFIER OF,Disease
umls:C1858301,Amaurosis congenita of Leber; type 5,Disease
umls:C1858302,Ectodermal dysplasia/ skin fragility syndrome,Disease
umls:C1858303,Inflammatory Bowel Disease 3,Disease
umls:C1858328,Bile acid synthesis defect; congenital; 4,Disease
umls:C1858338,Neuropathy; hereditary motor and sensory; Okinawa type,Disease
umls:C1858351,Spinocerebellar Ataxia 11,Disease
umls:C1858361,Pyogenic arthritis; pyoderma gangrenosum; and acne,Disease
umls:C1858378,Arrhythmogenic Right Ventricular Dysplasia; Familial; 6,Disease
umls:C1858379,Arrhythmogenic Right Ventricular Dysplasia; Familial; 5,Disease
umls:C1858380,Colorectal Cancer; Hereditary Nonpolyposis; Type 7,Disease
umls:C1858386,Leber Congenital Amaurosis 4,Disease
umls:C1858391,Ataxia Telangiectasia Like Disorder,Disease
umls:C1858392,Nephronophthisis 3,Disease
umls:C1858424,Cardioencephalomyopathy; Fatal Infantile; due to Cytochrome C Oxidase Deficiency,Disease
umls:C1858477,Epilepsy; Partial; with Variable Foci,Disease
umls:C1858479,Spastic paraplegia 11; autosomal recessive,Disease
umls:C1858493,Febrile Convulsions; Familial; 4,Disease
umls:C1858496,Advanced Sleep-Phase Syndrome; Familial,Disease
umls:C1858501,Spinocerebellar Ataxia 12,Disease
umls:C1858516,Microcephaly; Primary Autosomal Recessive; 4,Disease
umls:C1858517,Spinal muscular atrophy with respiratory distress 1,Disease
umls:C1858535,MICROCEPHALY 2; PRIMARY; AUTOSOMAL RECESSIVE; WITH OR WITHOUT CORTICAL MALFORMATIONS,Disease
umls:C1858556,MASS syndrome,Disease
umls:C1858558,Rheumatoid Arthritis; Systemic Juvenile,Disease
umls:C1858562,Ectrodactyly; Ectodermal Dysplasia; and Cleft Lip/Palate Syndrome 3,Disease
umls:C1858593,Limb-girdle muscular dystrophy; type 2E,Disease
umls:C1858656,Short Stature; Idiopathic; Autosomal,Disease
umls:C1858664,Hemochromatosis; type 3,Disease
umls:C1858672,Generalized Epilepsy With Febrile Seizures Plus; Type 1,Disease
umls:C1858673,Generalized Epilepsy With Febrile Seizures Plus; Type 2,Disease
umls:C1858674,Generalized Epilepsy With Febrile Seizures Plus; Type 3,Disease
umls:C1858677,Leber Congenital Amaurosis 3,Disease
umls:C1858679,Cataract; Autosomal Dominant,Disease
umls:C1858680,Familial encephalopathy with neuroserpin inclusion bodies,Disease
umls:C1858695,Chudley-Mccullough syndrome,Disease
umls:C1858709,HEPATIC FIBROSIS; SEVERE; SUSCEPTIBILITY TO; DUE TO SCHISTOSOMA MANSONI INFECTION,Disease
umls:C1858712,Spastic paraplegia 10; autosomal dominant,Disease
umls:C1858717,Facial paresis; hereditary; congenital,Disease
umls:C1858723,Poikiloderma with Neutropenia,Disease
umls:C1858725,Noncompaction of Left Ventricular Myocardium; Familial Isolated; Autosomal Dominant 1,Disease
umls:C1858726,Congenital Cataracts; Facial Dysmorphism; And Neuropathy,Disease
umls:C1858763,Cardiomyopathy; Dilated; 1g,Disease
umls:C1858804,Cerebellar Ataxia; Deafness; and Narcolepsy,Disease
umls:C1858805,Vohwinkel Syndrome; Variant Form,Disease
umls:C1858806,Cone-Rod Dystrophy 3,Disease
umls:C1858840,Deafness; Autosomal Recessive 20,Disease
umls:C1858854,Megalencephalic leukoencephalopathy with subcortical cysts,Disease
umls:C1858915,Focal Segmental Glomerulosclerosis 2,Disease
umls:C1858916,Deafness; Autosomal Dominant 16,Disease
umls:C1858964,CAROTID STENOSIS; SUSCEPTIBILITY TO,Disease
umls:C1858968,Autoimmune Lymphoproliferative Syndrome; Type IIA,Disease
umls:C1858990,Beta Thalassemia; Dominant Inclusion Body Type,Disease
umls:C1858991,LEUKOENCEPHALOPATHY WITH VANISHING WHITE MATTER,Disease
umls:C1859040,Medullary Cystic Kidney Disease 2,Disease
umls:C1859047,CYSTIC FIBROSIS; MODIFIER OF; 1,Disease
umls:C1859049,CCHS WITH HIRSCHSPRUNG DISEASE,Disease
umls:C1859062,Long Qt Syndrome 3,Disease
umls:C1859093,Chorioretinal Dystrophy; Spinocerebellar Ataxia; and Hypogonadotropic Hypogonadism,Disease
umls:C1859133,Rhizomelic chondrodysplasia punctata; type 1,Disease
umls:C1859148,Chondrodysplasia; blomstrand type,Disease
umls:C1859194,Griscelli syndrome type 1,Disease
umls:C1859198,Charcot-Marie-Tooth disease; Type 4A,Disease
umls:C1859209,Klippel Feil syndrome recessive type,Disease
umls:C1859228,Cerebrohepatorenal Syndrome; Variant Types,Disease
umls:C1859252,Cerebrofaciothoracic Dysplasia,Disease
umls:C1859298,Spinocerebellar Ataxia; Autosomal Recessive 2,Disease
umls:C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,Disease
umls:C1859309,Syndactyly Cenani Lenz type,Disease
umls:C1859311,Microphthalmia; Isolated; with Cataract 2,Disease
umls:C1859317,Cataract and cardiomyopathy,Disease
umls:C1859353,Candidiasis familial chronic mucocutaneous; autosomal recessive,Disease
umls:C1859372,Calcification of Joints and Arteries,Disease
umls:C1859405,Bowen-Conradi syndrome,Disease
umls:C1859406,Borrone Di Rocco Crovato syndrome,Disease
umls:C1859452,Microcephalic osteodysplastic primordial dwarfism; type 1,Disease
umls:C1859486,Bietti Crystalline Dystrophy,Disease
umls:C1859499,3-methylcrotonyl CoA carboxylase 2 deficiency,Disease
umls:C1859534,Bare Lymphocyte Syndrome; Type II; Complementation Group A,Disease
umls:C1859535,Bare Lymphocyte Syndrome; Type II; Complementation Group B,Disease
umls:C1859536,Bare Lymphocyte Syndrome; Type II; Complementation Group C,Disease
umls:C1859537,Bare Lymphocyte Syndrome; Type II; Complementation Group D,Disease
umls:C1859538,Bare Lymphocyte Syndrome; Type II; Complementation Group E,Disease
umls:C1859564,Bardet-Biedl syndrome 3,Disease
umls:C1859565,Bardet-Biedl Syndrome 7,Disease
umls:C1859566,Bardet-Biedl Syndrome 8,Disease
umls:C1859567,Bardet-Biedl Syndrome 9,Disease
umls:C1859568,Bardet-Biedl Syndrome 10,Disease
umls:C1859570,Bardet-Biedl Syndrome 12,Disease
umls:C1859592,Atrichia with Papular Lesions,Disease
umls:C1859598,Early-onset ataxia with oculomotor apraxia and hypoalbuminemia,Disease
umls:C1859616,AT; COMPLEMENTATION GROUP E,Disease
umls:C1859648,Asthma; Nasal Polyps; And Aspirin Intolerance,Disease
umls:C1859690,Jacobs syndrome,Disease
umls:C1859721,Arthrogryposis multiplex congenita neurogenic type,Disease
umls:C1859722,Arthrogryposis renal dysfunction cholestasis syndrome,Disease
umls:C1859726,Arterial Tortuosity Syndrome,Disease
umls:C1859727,Arterial calcification of infancy,Disease
umls:C1859773,Microphthalmia; Syndromic 3,Disease
umls:C1859807,Amyotrophic Lateral Sclerosis 2; Juvenile,Disease
umls:C1859817,2-AMINOADIPIC 2-OXOADIPIC ACIDURIA,Disease
umls:C1859844,Amaurosis congenita of Leber; type 2,Disease
umls:C1859877,ALOPECIA UNIVERSALIS CONGENITA,Disease
umls:C1859878,Alopecia-Mental Retardation Syndrome 1,Disease
umls:C1859966,Neutropenia; Severe Congenital; Autosomal Dominant 1,Disease
umls:C1859970,Hypodysfibrinogenemia; Congenital,Disease
umls:C1859972,Adrenocortical Carcinoma; Hereditary,Disease
umls:C1859974,Familial Glucocorticoid Deficiency 1,Disease
umls:C1859995,Hyperandrogenism; Nonclassic Type; due to 21-Hydroxylase Deficiency,Disease
umls:C1860042,DISORDERED STEROIDOGENESIS DUE TO CYTOCHROME P450 OXIDOREDUCTASE DEFICIENCY,Disease
umls:C1860228,ZINC; ELEVATED PLASMA,Disease
umls:C1860238,WOOLLY HAIR; AUTOSOMAL DOMINANT,Disease
umls:C1860265,Wilms Tumor 3,Disease
umls:C1860339,Waardenburg syndrome type 2A,Disease
umls:C1860404,VITREORETINOPATHY; NEOVASCULAR INFLAMMATORY,Disease
umls:C1860405,Snowflake vitreoretinal degeneration,Disease
umls:C1860406,Vitreoretinochoroidopathy,Disease
umls:C1860433,Nystagmus 4; congenital; autosomal dominant,Disease
umls:C1860518,Vasculopathy; Retinal; With Cerebral Leukodystrophy,Disease
umls:C1860658,SUPPRESSOR OF TUMORIGENICITY 3,Disease
umls:C1860707,Tuberous Sclerosis 2,Disease
umls:C1860752,CARDIOMYOPATHY; FAMILIAL HYPERTROPHIC; 7,Disease
umls:C1860788,Transient Myeloproliferative Disorder of Down Syndrome,Disease
umls:C1860789,Leukemia; Megakaryoblastic; of Down Syndrome,Disease
umls:C1860808,Triosephosphate Isomerase Deficiency,Disease
umls:C1860823,Trichorhinophalangeal Syndrome; Type III,Disease
umls:C1860861,Tremor hereditary essential; 1,Disease
umls:C1860896,Colorectal Cancer; Hereditary Nonpolyposis; Type 6,Disease
umls:C1860972,Geniospasm,Disease
umls:C1860991,Noonan syndrome 3,Disease
umls:C1861063,TOBACCO ADDICTION; SUSCEPTIBILITY TO,Disease
umls:C1861065,Cardiomyopathy; Familial Hypertrophic; 9,Disease
umls:C1861099,Absence of tibia with polydactyly,Disease
umls:C1861106,Thyrotropin-Releasing Hormone Resistance; Generalized,Disease
umls:C1861171,Thrombophilia due to Activated Protein C Resistance,Disease
umls:C1861172,Venous Thromboembolism,Disease
umls:C1861178,Thrombocytopenia Paris-Trousseau type,Disease
umls:C1861185,Thrombocytopenia chromosome breakage,Disease
umls:C1861194,Thrombasthenia-Thrombocytopenia; Hereditary,Disease
umls:C1861195,Glanzmann Thrombasthenia; Autosomal Dominant,Disease
umls:C1861235,Forebrain Defects,Disease
umls:C1861303,Synovitis granulomatous with uveitis and cranial neuropathies,Disease
umls:C1861305,NOG-Related-Symphalangism Spectrum Disorder,Disease
umls:C1861348,Syndactyly; type v,Disease
umls:C1861355,Syndactyly; Type IV,Disease
umls:C1861366,Syndactyly; type 3,Disease
umls:C1861367,Synpolydactyly 1,Disease
umls:C1861368,Synpolydactyly With Foot Anomalies,Disease
umls:C1861380,Syndactyly; Type I,Disease
umls:C1861385,Cushing's symphalangism,Disease
umls:C1861451,Stormorken Syndrome,Disease
umls:C1861456,Stiff Skin Syndrome,Disease
umls:C1861481,Stickler syndrome; type 3,Disease
umls:C1861502,COLCHICINE RESISTANCE,Disease
umls:C1861511,COXSACKIEVIRUS B3 SUSCEPTIBILITY,Disease
umls:C1861514,DIGITAL CLUBBING; ISOLATED CONGENITAL,Disease
umls:C1861516,Cleidocranial Dysplasia; Forme Fruste; With Brachydactyly,Disease
umls:C1861537,Orofacial Cleft 1,Disease
umls:C1861553,Split-hand/foot malformation with long bone deficiency,Disease
umls:C1861556,Cirrhosis; Familial,Disease
umls:C1861669,Charcot-Marie-Tooth disease and deafness,Disease
umls:C1861678,Charcot-Marie-Tooth Disease; Axonal; Type 2a1,Disease
umls:C1861689,Klippel Feil syndrome dominant type,Disease
umls:C1861696,APOCRINE GLAND SECRETION; VARIATION IN,Disease
umls:C1861732,Spinocerebellar Ataxia 29,Disease
umls:C1861735,Dementia; familial Danish,Disease
umls:C1861736,Spinocerebellar Ataxia 31,Disease
umls:C1861785,Cavernous Malformations of CNS and Retina,Disease
umls:C1861786,Hyperkeratotic Cutaneous Capillary-Venous Malformations Associated With Cerebral Capillary Malformations,Disease
umls:C1861821,Cataract; zonular,Disease
umls:C1861825,Cataract; posterior polar; 1,Disease
umls:C1861826,Cataract; Nuclear Total,Disease
